Pays,Serie,Valeurs 2017
Burundi,"Coût des procédures d’exportation, formalités douanières (USD)",108.8571
Burundi,Exportations de biens et de services ($ US courants),204593863.2
Burundi,Exportations de marchandises ($ US courants),172000000
Burundi,Exportations de nourriture (% des marchandises exportées),59.99795095
Burundi,Indice de la valeur des exportations (2000=100),343.5739882
Burundi,Indice du volume des exportations (2000=100),143.4218765
Cabo Verde,"Coût des procédures d’importation, formalités documentaires (USD)",125
Cabo Verde,"Coût des procédures d’importation, formalités douanières (USD)",587.5
Cabo Verde,Importations de biens et de services ($ US courants),1191499691
Cabo Verde,Importations de marchandises ($ US courants),789000000
Cabo Verde,Importations de nourriture (% des marchandises importées),30.09975243
Cabo Verde,Indice de la valeur des importations (2000=100),343.3705048
Cabo Verde,Indice du volume des importations (2000=100),221.7915697
Cabo Verde,"Coût des procédures d’exportation, formalités documentaires (USD)",125
Cabo Verde,"Coût des procédures d’exportation, formalités douanières (USD)",641
Cabo Verde,Exportations de biens et de services ($ US courants),812061893.1
Cabo Verde,Exportations de marchandises ($ US courants),50000000
Cabo Verde,Exportations de nourriture (% des marchandises exportées),77.32386644
Cabo Verde,Indice de la valeur des exportations (2000=100),454.699106
Cabo Verde,Indice du volume des exportations (2000=100),266.980921
Cambodge,"Coût des procédures d’importation, formalités documentaires (USD)",120
Cambodge,"Coût des procédures d’importation, formalités douanières (USD)",240
Cambodge,Importations de biens et de services ($ US courants),14216875296
Cambodge,Importations de marchandises ($ US courants),14283000000
Cambodge,Importations de nourriture (% des marchandises importées),7.770112542
Cambodge,Indice de la valeur des importations (2000=100),737.8825559
Cambodge,Indice du volume des importations (2000=100),457.7013404
Cambodge,"Coût des procédures d’exportation, formalités documentaires (USD)",100
Cambodge,"Coût des procédures d’exportation, formalités douanières (USD)",375
Cambodge,Exportations de biens et de services ($ US courants),13457559457
Cambodge,Exportations de marchandises ($ US courants),11278000000
Cambodge,Exportations de nourriture (% des marchandises exportées),4.777133516
Cambodge,Indice de la valeur des exportations (2000=100),811.6945218
Cambodge,Indice du volume des exportations (2000=100),692.035713
Cameroun,"Coût des procédures d’importation, formalités documentaires (USD)",849
Cameroun,"Coût des procédures d’importation, formalités douanières (USD)",1406.875
Cameroun,Importations de biens et de services ($ US courants),7525797946
Cameroun,Importations de marchandises ($ US courants),4796000000
Cameroun,Importations de nourriture (% des marchandises importées),22.81412821
Cameroun,Indice de la valeur des importations (2000=100),353.6628201
Cameroun,Indice du volume des importations (2000=100),204.1689934
Cameroun,"Coût des procédures d’exportation, formalités documentaires (USD)",305.5
Cameroun,"Coût des procédures d’exportation, formalités douanières (USD)",982.75
Cameroun,Exportations de biens et de services ($ US courants),6624480524
Cameroun,Exportations de marchandises ($ US courants),3233000000
Cameroun,Exportations de nourriture (% des marchandises exportées),21.93674108
Cameroun,Indice de la valeur des exportations (2000=100),176.3797088
Cameroun,Indice du volume des exportations (2000=100),71.7907177
Canada,"Coût des procédures d’importation, formalités documentaires (USD)",162.5
Canada,"Coût des procédures d’importation, formalités douanières (USD)",171.875
Canada,Importations de biens et de services ($ US courants),5.55E+11
Canada,Importations de marchandises ($ US courants),4.44E+11
Canada,Importations de nourriture (% des marchandises importées),8.203095995
Canada,Indice de la valeur des importations (2000=100),181.2463901
Canada,Indice du volume des importations (2000=100),155.0437249
Canada,"Coût des procédures d’exportation, formalités documentaires (USD)",155.5556
Canada,"Coût des procédures d’exportation, formalités douanières (USD)",166.6667
Canada,Exportations de biens et de services ($ US courants),5.19E+11
Canada,Exportations de marchandises ($ US courants),4.21E+11
Canada,Exportations de nourriture (% des marchandises exportées),12.48271866
Canada,Indice de la valeur des exportations (2000=100),152.0750424
Canada,Indice du volume des exportations (2000=100),123.2809111
Chili,"Coût des procédures d’importation, formalités documentaires (USD)",50
Chili,"Coût des procédures d’importation, formalités douanières (USD)",290
Chili,Importations de biens et de services ($ US courants),75401010141
Chili,Importations de marchandises ($ US courants),65230000000
Chili,Importations de nourriture (% des marchandises importées),9.929378645
Chili,Indice de la valeur des importations (2000=100),352.4581402
Chili,Indice du volume des importations (2000=100),331.4028178
Chili,"Coût des procédures d’exportation, formalités documentaires (USD)",50
Chili,"Coût des procédures d’exportation, formalités douanières (USD)",290
Chili,Exportations de biens et de services ($ US courants),78779927463
Chili,Exportations de marchandises ($ US courants),68823000000
Chili,Exportations de nourriture (% des marchandises exportées),24.11151754
Chili,Indice de la valeur des exportations (2000=100),358.2619507
Chili,Indice du volume des exportations (2000=100),157.1005388
"Chine, continentale","Coût des procédures d’importation, formalités documentaires (USD)",125.8929
"Chine, continentale","Coût des procédures d’importation, formalités douanières (USD)",745
"Chine, continentale",Importations de biens et de services ($ US courants),2.21E+12
"Chine, continentale",Importations de marchandises ($ US courants),1.84E+12
"Chine, continentale",Importations de nourriture (% des marchandises importées),6.607394735
"Chine, continentale",Indice de la valeur des importations (2000=100),819.375711
"Chine, continentale",Indice du volume des importations (2000=100),581.9310641
"Chine, continentale","Coût des procédures d’exportation, formalités documentaires (USD)",84.57353
"Chine, continentale","Coût des procédures d’exportation, formalités douanières (USD)",484.1441
"Chine, continentale",Exportations de biens et de services ($ US courants),2.42E+12
"Chine, continentale",Exportations de marchandises ($ US courants),2.26E+12
"Chine, continentale",Exportations de nourriture (% des marchandises exportées),3.048462215
"Chine, continentale",Indice de la valeur des exportations (2000=100),908.2338495
"Chine, continentale",Indice du volume des exportations (2000=100),738.9275362
Chine - RAS de Hong-Kong,"Coût des procédures d’importation, formalités documentaires (USD)",56.8
Chine - RAS de Hong-Kong,"Coût des procédures d’importation, formalités douanières (USD)",265.625
Chine - RAS de Hong-Kong,Importations de biens et de services ($ US courants),6.41E+11
Chine - RAS de Hong-Kong,Importations de marchandises ($ US courants),5.89E+11
Chine - RAS de Hong-Kong,Importations de nourriture (% des marchandises importées),4.743713973
Chine - RAS de Hong-Kong,Indice de la valeur des importations (2000=100),275.1389744
Chine - RAS de Hong-Kong,Indice du volume des importations (2000=100),217.1891532
Chine - RAS de Hong-Kong,"Coût des procédures d’exportation, formalités documentaires (USD)",12
Chine - RAS de Hong-Kong,"Coût des procédures d’exportation, formalités douanières (USD)",0
Chine - RAS de Hong-Kong,Exportations de biens et de services ($ US courants),6.45E+11
Chine - RAS de Hong-Kong,Exportations de marchandises ($ US courants),5.50E+11
Chine - RAS de Hong-Kong,Exportations de nourriture (% des marchandises exportées),2.091929739
Chine - RAS de Hong-Kong,Indice de la valeur des exportations (2000=100),271.2929842
Chine - RAS de Hong-Kong,Indice du volume des exportations (2000=100),220.6431139
Chypre,"Coût des procédures d’importation, formalités documentaires (USD)",50
Chypre,"Coût des procédures d’importation, formalités douanières (USD)",335
Chypre,Importations de biens et de services ($ US courants),17021164709
Chypre,Importations de marchandises ($ US courants),9231000000
Chypre,Importations de nourriture (% des marchandises importées),14.12485478
Chypre,Indice de la valeur des importations (2000=100),239.9937921
Chypre,Indice du volume des importations (2000=100),152.6007362
Chypre,"Coût des procédures d’exportation, formalités documentaires (USD)",50
Chypre,"Coût des procédures d’exportation, formalités douanières (USD)",300
Chypre,Exportations de biens et de services ($ US courants),16910634885
Chypre,Exportations de marchandises ($ US courants),3288000000
Chypre,Exportations de nourriture (% des marchandises exportées),27.73888869
Chypre,Indice de la valeur des exportations (2000=100),345.6741356
Chypre,Indice du volume des exportations (2000=100),242.7752326
Cisjordanie et Gaza,"Coût des procédures d’importation, formalités documentaires (USD)",85
Cisjordanie et Gaza,"Coût des procédures d’importation, formalités douanières (USD)",50
Cisjordanie et Gaza,Importations de biens et de services ($ US courants),8503400000
Cisjordanie et Gaza,Importations de marchandises ($ US courants),
Cisjordanie et Gaza,Importations de nourriture (% des marchandises importées),27.87246381
Cisjordanie et Gaza,Indice de la valeur des importations (2000=100),288.1877919
Cisjordanie et Gaza,Indice du volume des importations (2000=100),159.9293869
Cisjordanie et Gaza,"Coût des procédures d’exportation, formalités documentaires (USD)",80
Cisjordanie et Gaza,"Coût des procédures d’exportation, formalités douanières (USD)",51.11111
Cisjordanie et Gaza,Exportations de biens et de services ($ US courants),2536000000
Cisjordanie et Gaza,Exportations de marchandises ($ US courants),
Cisjordanie et Gaza,Exportations de nourriture (% des marchandises exportées),25.14884157
